n1	n2	d1	d2	type	m	sig1	sig2	sdir	sigm	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	d2.scp1	big2
40	320	0	0.2	big2	26	26	15	26	23	0	23	25	23	23	26	10	0
40	320	0	0.2	s2or	26	26	15	26	23	15	23	25	23	23	26	15	15
80	320	0	0.2	raw	1000	50	697	470	609	361	729	933	791	792	995	408	341
80	320	0	0.2	sig1	50	50	34	20	23	7	19	25	20	21	45	18	0
80	320	0	0.2	bsln	20	20	15	20	18	7	19	20	20	20	20	18	0
80	320	0	0.2	sig2	15	15	15	15	15	7	14	15	15	15	15	15	0
80	320	0	0.2	big2	20	20	15	20	18	7	19	20	20	20	20	18	0
80	320	0	0.2	s2or	20	20	15	20	18	15	20	20	20	20	20	18	15
160	320	0	0.2	raw	1000	47	697	493	535	358	551	891	682	679	993	479	414
160	320	0	0.2	sig1	47	47	31	26	23	20	25	29	26	26	43	25	5
160	320	0	0.2	bsln	26	26	16	26	23	20	25	26	26	26	26	25	5
160	320	0	0.2	sig2	16	16	16	16	16	16	16	16	16	16	16	16	5
160	320	0	0.2	big2	26	26	16	26	23	20	25	26	26	26	26	25	5
160	320	0	0.2	s2or	26	26	16	26	23	20	25	26	26	26	26	25	16
320	320	0	0.2	raw	1000	41	697	516	431	345	345	846	584	582	986	516	478
320	320	0	0.2	sig1	41	41	27	26	25	21	21	28	27	27	37	26	14
320	320	0	0.2	bsln	26	26	16	26	25	21	21	26	26	26	26	26	14
320	320	0	0.2	sig2	16	16	16	16	16	13	13	16	16	16	16	16	14
320	320	0	0.2	big2	26	26	16	26	25	24	24	26	26	26	26	26	14
320	320	0	0.2	s2or	26	26	16	26	25	24	24	26	26	26	26	26	16
20	20	0.2	0.2	raw	1000	97	97	626	131	830	827	996	957	952	1000	626	321
20	20	0.2	0.2	sig1	97	97	10	68	50	51	55	94	75	77	97	68	3
20	20	0.2	0.2	bsln	68	68	8	68	50	51	55	68	66	67	68	68	3
20	20	0.2	0.2	sig2	8	8	8	8	8	8	8	8	8	8	8	8	3
20	20	0.2	0.2	big2	68	68	8	68	50	51	55	68	66	67	68	68	3
20	20	0.2	0.2	s2or	68	68	8	68	50	51	55	68	66	67	68	68	8
40	20	0.2	0.2	raw	1000	127	97	641	166	877	737	991	943	936	1000	641	355
40	20	0.2	0.2	sig1	127	127	10	82	85	91	69	123	102	102	127	82	14
40	20	0.2	0.2	bsln	82	82	9	82	76	81	69	82	82	82	82	82	14
40	20	0.2	0.2	sig2	9	9	9	9	9	9	9	9	9	9	9	9	9
40	20	0.2	0.2	big2	82	82	14	82	76	81	69	82	82	82	82	82	14
40	20	0.2	0.2	s2or	82	82	9	82	76	81	69	82	82	82	82	82	14
80	20	0.2	0.2	raw	1000	249	97	688	293	920	597	991	952	948	1000	688	439
80	20	0.2	0.2	sig1	249	249	26	182	205	218	133	244	231	231	249	182	63
80	20	0.2	0.2	bsln	182	182	26	182	177	180	133	182	182	182	182	182	63
80	20	0.2	0.2	sig2	26	26	26	26	26	24	10	26	26	26	26	26	26
80	20	0.2	0.2	big2	182	182	63	182	177	182	149	182	182	182	182	182	63
80	20	0.2	0.2	s2or	182	182	26	182	177	182	149	182	182	182	182	182	63
160	20	0.2	0.2	raw	1000	449	97	717	480	926	467	990	946	936	1000	717	477
160	20	0.2	0.2	sig1	449	449	43	322	409	416	203	444	423	422	449	322	167
160	20	0.2	0.2	bsln	322	322	41	322	320	318	203	322	319	318	322	322	167
160	20	0.2	0.2	sig2	41	41	41	41	41	37	1	41	38	37	41	41	41
160	20	0.2	0.2	big2	322	322	167	322	320	322	284	322	322	322	322	322	167
160	20	0.2	0.2	s2or	322	322	41	322	320	322	243	322	322	322	322	322	167
320	20	0.2	0.2	raw	1000	697	97	730	720	943	368	986	950	943	1000	730	496
320	20	0.2	0.2	sig1	697	697	66	517	671	665	260	689	669	665	697	517	321
320	20	0.2	0.2	bsln	517	517	63	517	516	508	260	515	511	507	517	517	321
320	20	0.2	0.2	sig2	63	63	63	63	63	54	0	61	57	53	63	63	63
320	20	0.2	0.2	big2	517	517	321	517	516	517	449	517	517	517	517	517	321
320	20	0.2	0.2	s2or	517	517	63	517	516	517	323	517	517	517	517	517	321
20	40	0.2	0.2	raw	1000	97	127	637	165	710	884	995	951	950	1000	474	261
20	40	0.2	0.2	sig1	97	97	10	78	49	26	57	94	79	79	97	58	3
20	40	0.2	0.2	bsln	78	78	10	78	49	26	57	78	75	75	78	58	3
20	40	0.2	0.2	sig2	10	10	10	10	10	9	10	10	10	10	10	10	3
20	40	0.2	0.2	big2	78	78	10	78	49	26	57	78	75	75	78	58	3
20	40	0.2	0.2	s2or	78	78	10	78	49	27	57	78	75	75	78	58	10
40	40	0.2	0.2	raw	1000	127	127	700	225	843	842	998	960	962	1000	700	341
40	40	0.2	0.2	sig1	127	127	16	101	86	71	73	126	109	112	127	101	10
40	40	0.2	0.2	bsln	101	101	16	101	86	71	73	101	96	99	101	101	10
40	40	0.2	0.2	sig2	16	16	16	16	16	16	16	16	16	16	16	16	10
40	40	0.2	0.2	big2	101	101	16	101	86	71	73	101	96	99	101	101	10
40	40	0.2	0.2	s2or	101	101	16	101	86	71	73	101	96	99	101	101	16
80	40	0.2	0.2	raw	1000	249	127	763	342	895	751	994	951	948	1000	763	410
80	40	0.2	0.2	sig1	249	249	28	209	206	213	171	246	229	229	249	209	46
80	40	0.2	0.2	bsln	209	209	28	209	194	203	171	209	208	208	209	209	46
80	40	0.2	0.2	sig2	28	28	28	28	28	27	24	28	28	28	28	28	26
80	40	0.2	0.2	big2	209	209	48	209	194	204	175	209	208	208	209	209	46
80	40	0.2	0.2	s2or	209	209	28	209	194	204	175	209	208	208	209	209	48
160	40	0.2	0.2	raw	1000	449	127	818	521	913	644	991	948	942	1000	818	471
160	40	0.2	0.2	sig1	449	449	47	375	410	418	294	446	433	431	449	375	145
160	40	0.2	0.2	bsln	375	375	46	375	366	370	294	375	374	371	375	375	145
160	40	0.2	0.2	sig2	46	46	46	46	46	43	19	46	46	43	46	46	45
160	40	0.2	0.2	big2	375	375	146	375	366	373	321	375	374	374	375	375	145
160	40	0.2	0.2	s2or	375	375	46	375	366	373	321	375	374	374	375	375	146
320	40	0.2	0.2	raw	1000	697	127	821	761	942	480	990	952	950	1000	821	492
320	40	0.2	0.2	sig1	697	697	85	570	680	660	322	690	666	665	697	570	297
320	40	0.2	0.2	bsln	570	570	84	570	570	559	322	569	562	561	570	570	297
320	40	0.2	0.2	sig2	84	84	84	84	84	73	5	83	76	75	84	84	84
320	40	0.2	0.2	big2	570	570	297	570	570	570	472	570	570	570	570	570	297
320	40	0.2	0.2	s2or	570	570	84	570	570	570	401	570	570	570	570	570	297
20	80	0.2	0.2	raw	1000	97	249	680	299	618	914	993	938	942	1000	330	253
20	80	0.2	0.2	sig1	97	97	29	83	57	6	60	93	67	71	97	44	0
20	80	0.2	0.2	bsln	83	83	27	83	57	6	60	81	66	70	83	44	0
20	80	0.2	0.2	sig2	27	27	27	27	27	6	26	27	26	26	27	27	0
20	80	0.2	0.2	big2	83	83	27	83	57	6	60	81	66	70	83	44	0
20	80	0.2	0.2	s2or	83	83	27	83	57	27	61	81	67	71	83	44	27
40	80	0.2	0.2	raw	1000	127	249	765	361	747	902	995	956	957	1000	655	339
40	80	0.2	0.2	sig1	127	127	32	117	98	56	96	125	110	112	127	104	2
40	80	0.2	0.2	bsln	117	117	32	117	98	56	96	117	108	109	117	104	2
40	80	0.2	0.2	sig2	32	32	32	32	32	30	32	32	32	32	32	32	2
40	80	0.2	0.2	big2	117	117	32	117	98	56	96	117	108	109	117	104	2
40	80	0.2	0.2	s2or	117	117	32	117	98	58	96	117	108	109	117	104	32
80	80	0.2	0.2	raw	1000	249	249	816	435	833	835	993	946	947	1000	816	404
80	80	0.2	0.2	sig1	249	249	66	224	206	187	190	246	225	226	249	224	32
80	80	0.2	0.2	bsln	224	224	66	224	200	187	190	224	217	217	224	224	32
80	80	0.2	0.2	sig2	66	66	66	66	66	66	66	66	66	66	66	66	32
80	80	0.2	0.2	big2	224	224	66	224	200	187	190	224	217	217	224	224	32
80	80	0.2	0.2	s2or	224	224	66	224	200	187	190	224	217	217	224	224	66
160	80	0.2	0.2	raw	1000	449	249	873	609	882	739	996	948	947	1000	873	487
160	80	0.2	0.2	sig1	449	449	111	399	408	391	325	446	426	426	449	399	129
160	80	0.2	0.2	bsln	399	399	111	399	391	381	325	399	397	397	399	399	129
160	80	0.2	0.2	sig2	111	111	111	111	111	109	97	111	111	111	111	111	96
160	80	0.2	0.2	big2	399	399	144	399	391	383	338	399	397	397	399	399	129
160	80	0.2	0.2	s2or	399	399	111	399	391	383	339	399	397	397	399	399	144
320	80	0.2	0.2	raw	1000	697	249	896	802	919	619	993	943	944	1000	896	506
320	80	0.2	0.2	sig1	697	697	180	629	678	645	435	692	662	663	697	629	297
320	80	0.2	0.2	bsln	629	629	180	629	624	614	435	628	618	619	629	629	297
320	80	0.2	0.2	sig2	180	180	180	180	180	169	81	179	172	172	180	180	176
320	80	0.2	0.2	big2	629	629	301	629	624	625	534	629	626	627	629	629	297
320	80	0.2	0.2	s2or	629	629	180	629	624	625	534	629	626	627	629	629	301
20	160	0.2	0.2	raw	1000	97	449	725	476	471	935	986	944	952	1000	120	249
20	160	0.2	0.2	sig1	97	97	41	90	56	0	61	89	62	70	97	15	0
20	160	0.2	0.2	bsln	90	90	39	90	55	0	61	86	62	70	90	15	0
20	160	0.2	0.2	sig2	39	39	39	39	39	0	35	39	35	38	39	15	0
20	160	0.2	0.2	big2	90	90	39	90	55	0	61	86	62	70	90	15	0
20	160	0.2	0.2	s2or	90	90	39	90	55	39	65	86	66	71	90	39	39
40	160	0.2	0.2	raw	1000	127	449	810	500	632	925	989	944	944	1000	529	324
40	160	0.2	0.2	sig1	127	127	59	121	94	18	88	122	100	100	127	77	0
40	160	0.2	0.2	bsln	121	121	58	121	94	18	88	119	100	100	121	77	0
40	160	0.2	0.2	sig2	58	58	58	58	58	18	56	58	57	57	58	58	0
40	160	0.2	0.2	big2	121	121	58	121	94	18	88	119	100	100	121	77	0
40	160	0.2	0.2	s2or	121	121	58	121	94	58	90	119	101	101	121	77	58
80	160	0.2	0.2	raw	1000	249	449	879	592	758	884	990	958	957	1000	806	379
80	160	0.2	0.2	sig1	249	249	121	242	225	148	200	245	232	232	249	229	17
80	160	0.2	0.2	bsln	242	242	121	242	224	148	200	241	231	231	242	229	17
80	160	0.2	0.2	sig2	121	121	121	121	121	106	117	121	120	120	121	121	17
80	160	0.2	0.2	big2	242	242	121	242	224	148	200	241	231	231	242	229	17
80	160	0.2	0.2	s2or	242	242	121	242	224	163	204	241	232	232	242	229	121
160	160	0.2	0.2	raw	1000	449	449	950	734	814	813	999	944	945	1000	950	465
160	160	0.2	0.2	sig1	449	449	182	441	425	356	358	448	421	422	449	441	84
160	160	0.2	0.2	bsln	441	441	182	441	423	356	358	441	420	421	441	441	84
160	160	0.2	0.2	sig2	182	182	182	182	182	179	179	182	181	181	182	182	84
160	160	0.2	0.2	big2	441	441	182	441	423	356	358	441	420	421	441	441	84
160	160	0.2	0.2	s2or	441	441	182	441	423	359	361	441	421	422	441	441	182
320	160	0.2	0.2	raw	1000	697	449	969	872	897	744	996	951	951	1000	969	506
320	160	0.2	0.2	sig1	697	697	327	682	685	640	535	697	675	675	697	682	286
320	160	0.2	0.2	bsln	682	682	327	682	678	636	535	682	669	669	682	682	286
320	160	0.2	0.2	sig2	327	327	327	327	327	318	285	327	323	323	327	327	254
320	160	0.2	0.2	big2	682	682	359	682	678	645	576	682	673	673	682	682	286
320	160	0.2	0.2	s2or	682	682	327	682	678	645	577	682	673	673	682	682	359
20	320	0.2	0.2	raw	1000	97	697	736	739	374	940	982	939	946	1000	12	247
20	320	0.2	0.2	sig1	97	97	52	93	71	0	62	87	60	66	97	1	0
20	320	0.2	0.2	bsln	93	93	49	93	69	0	62	87	60	66	93	1	0
20	320	0.2	0.2	sig2	49	49	49	49	49	0	38	47	36	39	49	1	0
20	320	0.2	0.2	big2	93	93	49	93	69	0	62	87	60	66	93	1	0
20	320	0.2	0.2	s2or	93	93	49	93	69	49	73	89	73	76	93	49	49
40	320	0.2	0.2	raw	1000	127	697	823	769	482	941	988	951	956	1000	358	325
40	320	0.2	0.2	sig1	127	127	81	124	112	2	95	122	96	100	127	39	0
40	320	0.2	0.2	bsln	124	124	79	124	111	2	95	121	96	100	124	39	0
40	320	0.2	0.2	sig2	79	79	79	79	79	2	65	78	66	69	79	39	0
40	320	0.2	0.2	big2	124	124	79	124	111	2	95	121	96	100	124	39	0
40	320	0.2	0.2	s2or	124	124	79	124	111	79	109	122	109	110	124	79	79
80	320	0.2	0.2	raw	1000	249	697	896	800	610	916	988	944	946	1000	786	381
80	320	0.2	0.2	sig1	249	249	177	247	234	78	207	244	222	224	249	214	3
80	320	0.2	0.2	bsln	247	247	177	247	234	78	207	242	221	223	247	214	3
80	320	0.2	0.2	sig2	177	177	177	177	177	78	168	177	172	172	177	177	3
80	320	0.2	0.2	big2	247	247	177	247	234	78	207	242	221	223	247	214	3
80	320	0.2	0.2	s2or	247	247	177	247	234	177	216	242	226	228	247	214	177
160	320	0.2	0.2	raw	1000	449	697	969	865	742	897	999	953	954	1000	954	458
160	320	0.2	0.2	sig1	449	449	310	449	437	327	395	448	423	425	449	441	63
160	320	0.2	0.2	bsln	449	449	310	449	437	327	395	448	423	425	449	441	63
160	320	0.2	0.2	sig2	310	310	310	310	310	272	299	310	306	308	310	310	63
160	320	0.2	0.2	big2	449	449	310	449	437	329	395	448	423	425	449	441	63
160	320	0.2	0.2	s2or	449	449	310	449	437	365	406	448	427	427	449	441	310
320	320	0.2	0.2	raw	1000	697	697	990	955	833	833	994	940	940	1000	990	478
320	320	0.2	0.2	sig1	697	697	480	695	696	603	604	693	669	669	697	695	229
320	320	0.2	0.2	bsln	695	695	480	695	694	603	604	692	669	669	695	695	229
320	320	0.2	0.2	sig2	480	480	480	480	480	448	448	480	475	475	480	480	229
320	320	0.2	0.2	big2	695	695	480	695	694	619	620	692	672	672	695	695	229
320	320	0.2	0.2	s2or	695	695	480	695	694	635	636	692	674	674	695	695	480
20	20	0.5	0.2	raw	1000	374	97	699	319	717	732	974	861	876	1000	699	203
20	20	0.5	0.2	sig1	374	374	38	268	228	174	185	351	254	269	374	268	14
20	20	0.5	0.2	bsln	268	268	38	268	218	174	185	265	232	241	268	268	14
20	20	0.5	0.2	sig2	38	38	38	38	38	38	38	38	38	38	38	38	14
20	20	0.5	0.2	big2	268	268	38	268	218	174	185	265	232	241	268	268	14
20	20	0.5	0.2	s2or	268	268	38	268	218	174	185	265	232	241	268	268	38
40	20	0.5	0.2	raw	1000	598	97	727	553	760	612	976	865	870	1000	727	218
40	20	0.5	0.2	sig1	598	598	64	440	474	396	294	574	478	485	598	440	65
40	20	0.5	0.2	bsln	440	440	62	440	406	387	294	439	422	427	440	440	65
40	20	0.5	0.2	sig2	62	62	62	62	62	62	62	62	62	62	62	62	44
40	20	0.5	0.2	big2	440	440	83	440	406	387	294	439	422	427	440	440	65
40	20	0.5	0.2	s2or	440	440	62	440	406	387	294	439	422	427	440	440	83
80	20	0.5	0.2	raw	1000	889	97	733	876	804	454	955	863	865	999	733	196
80	20	0.5	0.2	sig1	889	889	84	652	847	697	386	844	752	754	888	652	146
80	20	0.5	0.2	bsln	652	652	80	652	648	621	386	652	639	640	652	652	146
80	20	0.5	0.2	sig2	80	80	80	80	80	79	56	80	80	79	80	80	73
80	20	0.5	0.2	big2	652	652	153	652	648	622	410	652	639	641	652	652	146
80	20	0.5	0.2	s2or	652	652	80	652	648	622	410	652	639	641	652	652	153
160	20	0.5	0.2	raw	1000	995	97	733	993	827	332	946	851	860	1000	733	184
160	20	0.5	0.2	sig1	995	995	97	730	990	822	329	941	846	855	995	730	182
160	20	0.5	0.2	bsln	730	730	93	730	729	724	329	730	725	727	730	730	182
160	20	0.5	0.2	sig2	93	93	93	93	93	92	34	93	92	92	93	93	91
160	20	0.5	0.2	big2	730	730	184	730	729	725	396	730	726	728	730	730	182
160	20	0.5	0.2	s2or	730	730	93	730	729	725	388	730	726	728	730	730	184
320	20	0.5	0.2	raw	1000	1000	97	733	1000	815	245	923	827	830	999	733	184
320	20	0.5	0.2	sig1	1000	1000	97	733	1000	815	245	923	827	830	999	733	184
320	20	0.5	0.2	bsln	733	733	93	733	733	727	245	733	730	730	733	733	184
320	20	0.5	0.2	sig2	93	93	93	93	93	92	13	93	93	92	93	93	93
320	20	0.5	0.2	big2	733	733	184	733	733	728	334	733	730	731	733	733	184
320	20	0.5	0.2	s2or	733	733	93	733	733	728	325	733	730	731	733	733	184
20	40	0.5	0.2	raw	1000	374	127	780	350	575	767	975	847	859	1000	598	153
20	40	0.5	0.2	sig1	374	374	41	307	211	73	175	349	231	242	374	229	2
20	40	0.5	0.2	bsln	307	307	39	307	211	73	175	299	222	231	307	229	2
20	40	0.5	0.2	sig2	39	39	39	39	39	30	35	38	36	36	39	39	2
20	40	0.5	0.2	big2	307	307	39	307	211	73	175	299	222	231	307	229	2
20	40	0.5	0.2	s2or	307	307	39	307	211	82	179	300	225	234	307	229	39
40	40	0.5	0.2	raw	1000	598	127	820	602	635	646	975	827	845	998	820	179
40	40	0.5	0.2	sig1	598	598	70	500	481	287	296	573	433	452	596	500	25
40	40	0.5	0.2	bsln	500	500	69	500	458	287	296	493	422	437	500	500	25
40	40	0.5	0.2	sig2	69	69	69	69	69	67	67	69	69	69	69	69	25
40	40	0.5	0.2	big2	500	500	69	500	458	287	296	493	422	437	500	500	25
40	40	0.5	0.2	s2or	500	500	69	500	458	289	298	493	422	437	500	500	69
80	40	0.5	0.2	raw	1000	889	127	826	873	677	499	953	795	809	997	826	126
80	40	0.5	0.2	sig1	889	889	114	738	842	576	411	843	685	699	886	738	81
80	40	0.5	0.2	bsln	738	738	113	738	729	568	411	726	649	663	738	738	81
80	40	0.5	0.2	sig2	113	113	113	113	113	113	109	113	113	113	113	113	67
80	40	0.5	0.2	big2	738	738	127	738	729	568	414	726	649	663	738	738	81
80	40	0.5	0.2	s2or	738	738	113	738	729	568	415	726	649	663	738	738	127
160	40	0.5	0.2	raw	1000	995	127	826	993	722	349	927	780	791	994	826	117
160	40	0.5	0.2	sig1	995	995	126	823	991	717	347	922	775	786	989	823	116
160	40	0.5	0.2	bsln	823	823	124	823	823	704	347	819	746	755	823	823	116
160	40	0.5	0.2	sig2	124	124	124	124	124	123	97	124	123	123	124	124	87
160	40	0.5	0.2	big2	823	823	153	823	823	705	373	819	747	756	823	823	116
160	40	0.5	0.2	s2or	823	823	124	823	823	705	374	819	747	756	823	823	153
320	40	0.5	0.2	raw	1000	1000	127	826	1000	715	242	902	756	764	996	826	105
320	40	0.5	0.2	sig1	1000	1000	127	826	1000	715	242	902	756	764	996	826	105
320	40	0.5	0.2	bsln	826	826	125	826	826	709	242	820	744	752	826	826	105
320	40	0.5	0.2	sig2	125	125	125	125	125	125	94	125	125	125	125	125	92
320	40	0.5	0.2	big2	826	826	138	826	826	709	272	820	744	752	826	826	105
320	40	0.5	0.2	s2or	826	826	125	826	826	709	273	820	744	752	826	826	138
20	80	0.5	0.2	raw	1000	374	249	853	454	456	801	962	830	847	998	409	129
20	80	0.5	0.2	sig1	374	374	92	337	232	23	193	336	217	232	372	162	0
20	80	0.5	0.2	bsln	337	337	92	337	232	23	193	309	217	230	336	162	0
20	80	0.5	0.2	sig2	92	92	92	92	92	23	79	92	81	83	92	92	0
20	80	0.5	0.2	big2	337	337	92	337	232	23	193	309	217	230	336	162	0
20	80	0.5	0.2	s2or	337	337	92	337	232	92	206	309	228	239	336	162	92
40	80	0.5	0.2	raw	1000	598	249	891	632	502	697	956	805	826	998	770	123
40	80	0.5	0.2	sig1	598	598	149	546	476	167	315	554	408	429	596	479	7
40	80	0.5	0.2	bsln	546	546	149	546	474	167	315	521	404	424	544	479	7
40	80	0.5	0.2	sig2	149	149	149	149	149	100	128	147	138	139	149	149	7
40	80	0.5	0.2	big2	546	546	149	546	474	167	315	521	404	424	544	479	7
40	80	0.5	0.2	s2or	546	546	149	546	474	216	336	523	415	434	544	479	149
80	80	0.5	0.2	raw	1000	889	249	899	882	511	515	927	716	724	996	899	88
80	80	0.5	0.2	sig1	889	889	226	801	825	413	417	816	607	615	885	801	41
80	80	0.5	0.2	bsln	801	801	226	801	783	413	417	765	596	603	800	801	41
80	80	0.5	0.2	sig2	226	226	226	226	226	197	197	226	216	217	226	226	41
80	80	0.5	0.2	big2	801	801	226	801	783	413	417	765	596	603	800	801	41
80	80	0.5	0.2	s2or	801	801	226	801	783	442	446	765	606	612	800	801	226
160	80	0.5	0.2	raw	1000	995	249	899	992	533	373	886	673	681	991	899	57
160	80	0.5	0.2	sig1	995	995	249	894	989	528	368	881	668	676	986	894	54
160	80	0.5	0.2	bsln	894	894	249	894	894	528	368	849	667	675	894	894	54
160	80	0.5	0.2	sig2	249	249	249	249	249	240	218	249	248	248	249	249	50
160	80	0.5	0.2	big2	894	894	253	894	894	528	370	849	667	675	894	894	54
160	80	0.5	0.2	s2or	894	894	249	894	894	537	399	849	668	676	894	894	253
320	80	0.5	0.2	raw	1000	1000	249	899	1000	543	227	832	620	625	985	899	49
320	80	0.5	0.2	sig1	1000	1000	249	899	1000	543	227	832	620	625	985	899	49
320	80	0.5	0.2	bsln	899	899	249	899	899	543	227	819	620	625	899	899	49
320	80	0.5	0.2	sig2	249	249	249	249	249	246	182	249	247	247	249	249	49
320	80	0.5	0.2	big2	899	899	249	899	899	543	230	819	620	625	899	899	49
320	80	0.5	0.2	s2or	899	899	249	899	899	546	294	819	622	627	899	899	249
20	160	0.5	0.2	raw	1000	374	449	924	608	342	817	937	826	853	997	164	117
20	160	0.5	0.2	sig1	374	374	174	364	271	4	195	311	203	229	371	67	0
20	160	0.5	0.2	bsln	364	364	174	364	271	4	195	308	203	229	361	67	0
20	160	0.5	0.2	sig2	174	174	174	174	174	4	121	164	122	135	174	67	0
20	160	0.5	0.2	big2	364	364	174	364	271	4	195	308	203	229	361	67	0
20	160	0.5	0.2	s2or	364	364	174	364	271	174	248	318	255	268	361	174	174
40	160	0.5	0.2	raw	1000	598	449	964	725	346	703	932	768	786	997	639	103
40	160	0.5	0.2	sig1	598	598	277	583	494	61	305	530	367	385	595	389	0
40	160	0.5	0.2	bsln	583	583	277	583	493	61	305	523	366	384	581	389	0
40	160	0.5	0.2	sig2	277	277	277	277	277	61	201	269	220	228	277	277	0
40	160	0.5	0.2	big2	583	583	277	583	493	61	305	523	366	384	581	389	0
40	160	0.5	0.2	s2or	583	583	277	583	493	277	381	531	423	433	581	389	277
80	160	0.5	0.2	raw	1000	889	449	974	912	331	527	876	668	677	988	896	48
80	160	0.5	0.2	sig1	889	889	407	867	841	227	417	765	557	566	877	798	15
80	160	0.5	0.2	bsln	867	867	407	867	835	227	417	758	557	566	857	798	15
80	160	0.5	0.2	sig2	407	407	407	407	407	199	292	392	347	350	406	407	15
80	160	0.5	0.2	big2	867	867	407	867	835	227	417	758	557	566	857	798	15
80	160	0.5	0.2	s2or	867	867	407	867	835	435	532	773	617	623	858	798	407
160	160	0.5	0.2	raw	1000	995	449	974	992	314	323	829	534	543	985	974	29
160	160	0.5	0.2	sig1	995	995	448	969	989	309	318	824	529	538	980	969	28
160	160	0.5	0.2	bsln	969	969	448	969	968	309	318	818	529	538	960	969	28
160	160	0.5	0.2	sig2	448	448	448	448	448	257	263	443	367	372	448	448	28
160	160	0.5	0.2	big2	969	969	448	969	968	309	318	818	529	538	960	969	28
160	160	0.5	0.2	s2or	969	969	448	969	968	500	503	823	610	614	960	969	448
320	160	0.5	0.2	raw	1000	1000	449	974	1000	287	153	713	433	438	959	974	18
320	160	0.5	0.2	sig1	1000	1000	449	974	1000	287	153	713	433	438	959	974	18
320	160	0.5	0.2	bsln	974	974	449	974	974	287	153	713	433	438	944	974	18
320	160	0.5	0.2	sig2	449	449	449	449	449	264	148	432	349	351	449	449	18
320	160	0.5	0.2	big2	974	974	449	974	974	287	154	713	433	438	944	974	18
320	160	0.5	0.2	s2or	974	974	449	974	974	472	454	730	533	536	944	974	449
20	320	0.5	0.2	raw	1000	374	697	941	803	225	819	920	816	832	996	18	113
20	320	0.5	0.2	sig1	374	374	257	373	323	0	194	294	190	206	370	5	0
20	320	0.5	0.2	bsln	373	373	257	373	323	0	194	294	190	206	369	5	0
20	320	0.5	0.2	sig2	257	257	257	257	257	0	159	216	156	166	256	5	0
20	320	0.5	0.2	big2	373	373	257	373	323	0	194	294	190	206	369	5	0
20	320	0.5	0.2	s2or	373	373	257	373	323	257	292	335	291	297	370	257	257
40	320	0.5	0.2	raw	1000	598	697	983	867	236	716	902	743	757	993	425	84
40	320	0.5	0.2	sig1	598	598	433	595	552	8	315	500	341	355	591	271	0
40	320	0.5	0.2	bsln	595	595	433	595	552	8	315	497	341	355	588	271	0
40	320	0.5	0.2	sig2	433	433	433	433	433	8	269	382	285	294	430	271	0
40	320	0.5	0.2	big2	595	595	433	595	552	8	315	497	341	355	588	271	0
40	320	0.5	0.2	s2or	595	595	433	595	552	433	479	548	489	494	591	433	433
80	320	0.5	0.2	raw	1000	889	697	995	955	189	507	828	586	600	983	875	46
80	320	0.5	0.2	sig1	889	889	615	884	858	93	397	717	475	489	872	776	5
80	320	0.5	0.2	bsln	884	884	615	884	858	93	397	717	475	489	869	776	5
80	320	0.5	0.2	sig2	615	615	615	615	615	93	331	539	385	395	609	615	5
80	320	0.5	0.2	big2	884	884	615	884	858	93	397	717	475	489	869	776	5
80	320	0.5	0.2	s2or	884	884	615	884	858	615	681	793	705	709	875	776	615
160	320	0.5	0.2	raw	1000	995	697	995	998	158	283	718	401	413	965	979	13
160	320	0.5	0.2	sig1	995	995	693	990	993	153	278	713	396	408	960	974	10
160	320	0.5	0.2	bsln	990	990	693	990	990	153	278	711	396	408	957	974	10
160	320	0.5	0.2	sig2	693	693	693	693	693	145	260	569	354	362	687	693	10
160	320	0.5	0.2	big2	990	990	693	990	990	153	278	711	396	408	957	974	10
160	320	0.5	0.2	s2or	990	990	693	990	990	701	711	835	735	739	963	974	693
320	320	0.5	0.2	raw	1000	1000	697	995	1000	97	101	541	246	253	899	995	1
320	320	0.5	0.2	sig1	1000	1000	697	995	1000	97	101	541	246	253	899	995	1
320	320	0.5	0.2	bsln	995	995	697	995	995	97	101	541	246	253	898	995	1
320	320	0.5	0.2	sig2	697	697	697	697	697	97	101	466	238	245	677	697	1
320	320	0.5	0.2	big2	995	995	697	995	995	97	101	541	246	253	898	995	1
320	320	0.5	0.2	s2or	995	995	697	995	995	697	697	772	705	705	918	995	697
20	20	0.8	0.2	raw	1000	688	97	727	536	501	538	929	711	746	996	727	84
20	20	0.8	0.2	sig1	688	688	69	508	472	248	282	618	410	445	684	508	15
20	20	0.8	0.2	bsln	508	508	67	508	441	248	282	495	391	416	508	508	15
20	20	0.8	0.2	sig2	67	67	67	67	67	58	63	67	66	67	67	67	15
20	20	0.8	0.2	big2	508	508	67	508	441	248	282	495	391	416	508	508	15
20	20	0.8	0.2	s2or	508	508	67	508	441	257	286	495	392	416	508	508	67
40	20	0.8	0.2	raw	1000	948	97	733	881	511	348	888	654	683	993	733	61
40	20	0.8	0.2	sig1	948	948	91	694	865	461	309	836	602	631	941	694	45
40	20	0.8	0.2	bsln	694	694	87	694	684	449	309	680	565	589	694	694	45
40	20	0.8	0.2	sig2	87	87	87	87	87	87	85	87	87	87	87	87	39
40	20	0.8	0.2	big2	694	694	93	694	684	449	311	680	565	589	694	694	45
40	20	0.8	0.2	s2or	694	694	87	694	684	449	311	680	565	589	694	694	93
